,filename,components,smiles,"Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
149657,j.jct.2008.10.013,methanol,CO,786.62,,,,,,,,,,,,,
149658,j.jct.2008.10.013,ethanol,CCO,785.24,,,,,,,,,,,,,
150039,j.jct.2008.10.017,hexane,CCCCCC,654.8,,,,,,,,,,,,,
150040,j.jct.2008.10.017,heptane,CCCCCCC,680.0,,,,,,,,,,,,,
150041,j.jct.2008.10.017,methanol,CO,787.0,,,,,,,,,,,,,
150042,j.jct.2008.10.017,2-propanol,CC(C)O,781.4,,,,,,,,,,,,,
154341,j.jct.2008.12.003,bis(2-hydroxyethyl) ether,OCCOCCO,1109.0,0.5545,,,,,,,,,,,,
154342,j.jct.2008.12.003,bis(2-hydroxyethyl) ether,OCCOCCO,1103.0,0.5515,,,,,,,,,,,,
154343,j.jct.2008.12.003,bis(2-hydroxyethyl) ether,OCCOCCO,1095.0,0.5475,,,,,,,,,,,,
154344,j.jct.2008.12.003,bis(2-hydroxyethyl) ether,OCCOCCO,1088.0,0.544,,,,,,,,,,,,
154345,j.jct.2008.12.003,bis(2-hydroxyethyl) ether,OCCOCCO,1081.0,0.5405,,,,,,,,,,,,
154351,j.jct.2008.12.003,"propanol, oxybis-",OCCCOCCCO,1014.0,0.507,,,,,,,,,,,,
154352,j.jct.2008.12.003,"propanol, oxybis-",OCCCOCCCO,1007.0,0.5035,,,,,,,,,,,,
154353,j.jct.2008.12.003,"propanol, oxybis-",OCCCOCCCO,999.0,0.4995,,,,,,,,,,,,
154354,j.jct.2008.12.003,"propanol, oxybis-",OCCCOCCCO,991.0,0.4955,,,,,,,,,,,,
154355,j.jct.2008.12.003,"propanol, oxybis-",OCCCOCCCO,984.0,0.492,,,,,,,,,,,,
154903,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,865.2,0.05,,,,,,,,,,,,
154904,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,860.9,0.05,,,,,,,,,,,,
154905,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,856.58,0.05,,,,,,,,,,,,
154906,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,852.21,0.05,,,,,,,,,,,,
154907,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,847.83,0.05,,,,,,,,,,,,
154908,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,,,1350.7,0.5,,,,,,,,,,
154909,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,,,1329.6,0.5,,,,,,,,,,
154910,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,,,1308.4,0.5,,,,,,,,,,
154911,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,,,1287.4,0.5,,,,,,,,,,
154912,j.jct.2008.12.010,"1,4-dimethylbenzene",Cc1ccc(C)cc1,,,1266.4,0.5,,,,,,,,,,
154914,j.jct.2008.12.010,decane,CCCCCCCCCC,733.62,0.05,,,,,,,,,,,,
154915,j.jct.2008.12.010,decane,CCCCCCCCCC,729.86,0.05,,,,,,,,,,,,
154916,j.jct.2008.12.010,decane,CCCCCCCCCC,726.09,0.05,,,,,,,,,,,,
154917,j.jct.2008.12.010,decane,CCCCCCCCCC,722.3,0.05,,,,,,,,,,,,
154918,j.jct.2008.12.010,decane,CCCCCCCCCC,718.51,0.05,,,,,,,,,,,,
154919,j.jct.2008.12.010,decane,CCCCCCCCCC,,,1274.4,0.5,,,,,,,,,,
154920,j.jct.2008.12.010,decane,CCCCCCCCCC,,,1254.8,0.5,,,,,,,,,,
154921,j.jct.2008.12.010,decane,CCCCCCCCCC,,,1234.7,0.5,,,,,,,,,,
154922,j.jct.2008.12.010,decane,CCCCCCCCCC,,,1214.7,0.5,,,,,,,,,,
154923,j.jct.2008.12.010,decane,CCCCCCCCCC,,,1194.9,0.5,,,,,,,,,,
155626,j.jct.2008.12.014,2-propanol,CC(C)O,797.61,,,,,,,,,,,,,
155627,j.jct.2008.12.014,2-propanol,CC(C)O,797.89,,,,,,,,,,,,,
155628,j.jct.2008.12.014,2-propanol,CC(C)O,798.29,,,,,,,,,,,,,
155629,j.jct.2008.12.014,2-propanol,CC(C)O,798.62,,,,,,,,,,,,,
155630,j.jct.2008.12.014,2-propanol,CC(C)O,798.89,,,,,,,,,,,,,
155631,j.jct.2008.12.014,2-propanol,CC(C)O,799.14,,,,,,,,,,,,,
155632,j.jct.2008.12.014,2-propanol,CC(C)O,799.56,,,,,,,,,,,,,
155633,j.jct.2008.12.014,2-propanol,CC(C)O,799.88,,,,,,,,,,,,,
155634,j.jct.2008.12.014,2-propanol,CC(C)O,800.17,,,,,,,,,,,,,
155635,j.jct.2008.12.014,2-propanol,CC(C)O,800.56,,,,,,,,,,,,,
155636,j.jct.2008.12.014,2-propanol,CC(C)O,800.9,,,,,,,,,,,,,
155637,j.jct.2008.12.014,2-propanol,CC(C)O,801.19,,,,,,,,,,,,,
155638,j.jct.2008.12.014,2-propanol,CC(C)O,801.5,,,,,,,,,,,,,
155639,j.jct.2008.12.014,2-propanol,CC(C)O,801.8,,,,,,,,,,,,,
155640,j.jct.2008.12.014,2-propanol,CC(C)O,802.1,,,,,,,,,,,,,
155641,j.jct.2008.12.014,2-propanol,CC(C)O,802.39,,,,,,,,,,,,,
155642,j.jct.2008.12.014,2-propanol,CC(C)O,802.73,,,,,,,,,,,,,
155643,j.jct.2008.12.014,2-propanol,CC(C)O,803.06,,,,,,,,,,,,,
155644,j.jct.2008.12.014,2-propanol,CC(C)O,803.39,,,,,,,,,,,,,
155645,j.jct.2008.12.014,2-propanol,CC(C)O,803.74,,,,,,,,,,,,,
155646,j.jct.2008.12.014,2-propanol,CC(C)O,804.07,,,,,,,,,,,,,
155647,j.jct.2008.12.014,2-propanol,CC(C)O,804.33,,,,,,,,,,,,,
155648,j.jct.2008.12.014,2-propanol,CC(C)O,804.7,,,,,,,,,,,,,
155649,j.jct.2008.12.014,2-propanol,CC(C)O,805.11,,,,,,,,,,,,,
155650,j.jct.2008.12.014,2-propanol,CC(C)O,805.38,,,,,,,,,,,,,
155651,j.jct.2008.12.014,2-propanol,CC(C)O,780.22,,,,,,,,,,,,,
155652,j.jct.2008.12.014,2-propanol,CC(C)O,780.62,,,,,,,,,,,,,
155653,j.jct.2008.12.014,2-propanol,CC(C)O,780.94,,,,,,,,,,,,,
155654,j.jct.2008.12.014,2-propanol,CC(C)O,781.31,,,,,,,,,,,,,
155655,j.jct.2008.12.014,2-propanol,CC(C)O,781.66,,,,,,,,,,,,,
155656,j.jct.2008.12.014,2-propanol,CC(C)O,781.96,,,,,,,,,,,,,
155657,j.jct.2008.12.014,2-propanol,CC(C)O,782.34,,,,,,,,,,,,,
155658,j.jct.2008.12.014,2-propanol,CC(C)O,782.7,,,,,,,,,,,,,
155659,j.jct.2008.12.014,2-propanol,CC(C)O,783.06,,,,,,,,,,,,,
155660,j.jct.2008.12.014,2-propanol,CC(C)O,783.47,,,,,,,,,,,,,
155661,j.jct.2008.12.014,2-propanol,CC(C)O,783.84,,,,,,,,,,,,,
155662,j.jct.2008.12.014,2-propanol,CC(C)O,784.11,,,,,,,,,,,,,
155663,j.jct.2008.12.014,2-propanol,CC(C)O,784.48,,,,,,,,,,,,,
155664,j.jct.2008.12.014,2-propanol,CC(C)O,784.89,,,,,,,,,,,,,
155665,j.jct.2008.12.014,2-propanol,CC(C)O,785.21,,,,,,,,,,,,,
155666,j.jct.2008.12.014,2-propanol,CC(C)O,785.59,,,,,,,,,,,,,
155667,j.jct.2008.12.014,2-propanol,CC(C)O,785.98,,,,,,,,,,,,,
155668,j.jct.2008.12.014,2-propanol,CC(C)O,786.29,,,,,,,,,,,,,
155669,j.jct.2008.12.014,2-propanol,CC(C)O,786.68,,,,,,,,,,,,,
155670,j.jct.2008.12.014,2-propanol,CC(C)O,787.05,,,,,,,,,,,,,
155671,j.jct.2008.12.014,2-propanol,CC(C)O,787.4,,,,,,,,,,,,,
155672,j.jct.2008.12.014,2-propanol,CC(C)O,787.75,,,,,,,,,,,,,
155673,j.jct.2008.12.014,2-propanol,CC(C)O,788.1,,,,,,,,,,,,,
155674,j.jct.2008.12.014,2-propanol,CC(C)O,788.45,,,,,,,,,,,,,
155675,j.jct.2008.12.014,2-propanol,CC(C)O,788.81,,,,,,,,,,,,,
155676,j.jct.2008.12.014,2-propanol,CC(C)O,757.05,,,,,,,,,,,,,
155677,j.jct.2008.12.014,2-propanol,CC(C)O,757.49,,,,,,,,,,,,,
155678,j.jct.2008.12.014,2-propanol,CC(C)O,757.87,,,,,,,,,,,,,
155679,j.jct.2008.12.014,2-propanol,CC(C)O,758.21,,,,,,,,,,,,,
155680,j.jct.2008.12.014,2-propanol,CC(C)O,758.63,,,,,,,,,,,,,
155681,j.jct.2008.12.014,2-propanol,CC(C)O,759.06,,,,,,,,,,,,,
155682,j.jct.2008.12.014,2-propanol,CC(C)O,759.39,,,,,,,,,,,,,
155683,j.jct.2008.12.014,2-propanol,CC(C)O,759.75,,,,,,,,,,,,,
155684,j.jct.2008.12.014,2-propanol,CC(C)O,760.15,,,,,,,,,,,,,
155685,j.jct.2008.12.014,2-propanol,CC(C)O,760.48,,,,,,,,,,,,,
155686,j.jct.2008.12.014,2-propanol,CC(C)O,760.85,,,,,,,,,,,,,
155687,j.jct.2008.12.014,2-propanol,CC(C)O,761.22,,,,,,,,,,,,,
155688,j.jct.2008.12.014,2-propanol,CC(C)O,761.65,,,,,,,,,,,,,
155689,j.jct.2008.12.014,2-propanol,CC(C)O,761.97,,,,,,,,,,,,,
155690,j.jct.2008.12.014,2-propanol,CC(C)O,762.32,,,,,,,,,,,,,
155691,j.jct.2008.12.014,2-propanol,CC(C)O,762.71,,,,,,,,,,,,,
155692,j.jct.2008.12.014,2-propanol,CC(C)O,763.08,,,,,,,,,,,,,
155693,j.jct.2008.12.014,2-propanol,CC(C)O,763.52,,,,,,,,,,,,,
155694,j.jct.2008.12.014,2-propanol,CC(C)O,763.91,,,,,,,,,,,,,
155695,j.jct.2008.12.014,2-propanol,CC(C)O,764.31,,,,,,,,,,,,,
155696,j.jct.2008.12.014,2-propanol,CC(C)O,764.72,,,,,,,,,,,,,
155697,j.jct.2008.12.014,2-propanol,CC(C)O,765.11,,,,,,,,,,,,,
155698,j.jct.2008.12.014,2-propanol,CC(C)O,765.38,,,,,,,,,,,,,
155699,j.jct.2008.12.014,2-propanol,CC(C)O,765.72,,,,,,,,,,,,,
155700,j.jct.2008.12.014,2-propanol,CC(C)O,766.24,,,,,,,,,,,,,
155701,j.jct.2008.12.014,2-propanol,CC(C)O,731.92,,,,,,,,,,,,,
155702,j.jct.2008.12.014,2-propanol,CC(C)O,732.49,,,,,,,,,,,,,
155703,j.jct.2008.12.014,2-propanol,CC(C)O,733.03,,,,,,,,,,,,,
155704,j.jct.2008.12.014,2-propanol,CC(C)O,733.49,,,,,,,,,,,,,
155705,j.jct.2008.12.014,2-propanol,CC(C)O,734.07,,,,,,,,,,,,,
155706,j.jct.2008.12.014,2-propanol,CC(C)O,734.58,,,,,,,,,,,,,
155707,j.jct.2008.12.014,2-propanol,CC(C)O,735.11,,,,,,,,,,,,,
155708,j.jct.2008.12.014,2-propanol,CC(C)O,735.41,,,,,,,,,,,,,
155709,j.jct.2008.12.014,2-propanol,CC(C)O,735.99,,,,,,,,,,,,,
155710,j.jct.2008.12.014,2-propanol,CC(C)O,736.45,,,,,,,,,,,,,
155711,j.jct.2008.12.014,2-propanol,CC(C)O,736.94,,,,,,,,,,,,,
155712,j.jct.2008.12.014,2-propanol,CC(C)O,737.43,,,,,,,,,,,,,
155713,j.jct.2008.12.014,2-propanol,CC(C)O,737.91,,,,,,,,,,,,,
155714,j.jct.2008.12.014,2-propanol,CC(C)O,738.48,,,,,,,,,,,,,
155715,j.jct.2008.12.014,2-propanol,CC(C)O,738.96,,,,,,,,,,,,,
155716,j.jct.2008.12.014,2-propanol,CC(C)O,739.42,,,,,,,,,,,,,
155717,j.jct.2008.12.014,2-propanol,CC(C)O,739.89,,,,,,,,,,,,,
155718,j.jct.2008.12.014,2-propanol,CC(C)O,740.41,,,,,,,,,,,,,
155719,j.jct.2008.12.014,2-propanol,CC(C)O,740.89,,,,,,,,,,,,,
155720,j.jct.2008.12.014,2-propanol,CC(C)O,741.45,,,,,,,,,,,,,
155721,j.jct.2008.12.014,2-propanol,CC(C)O,741.97,,,,,,,,,,,,,
155722,j.jct.2008.12.014,2-propanol,CC(C)O,742.55,,,,,,,,,,,,,
155723,j.jct.2008.12.014,2-propanol,CC(C)O,743.13,,,,,,,,,,,,,
155724,j.jct.2008.12.014,2-propanol,CC(C)O,743.56,,,,,,,,,,,,,
155725,j.jct.2008.12.014,2-propanol,CC(C)O,744.05,,,,,,,,,,,,,
155726,j.jct.2008.12.014,2-propanol,CC(C)O,702.23,,,,,,,,,,,,,
155727,j.jct.2008.12.014,2-propanol,CC(C)O,702.82,,,,,,,,,,,,,
155728,j.jct.2008.12.014,2-propanol,CC(C)O,703.38,,,,,,,,,,,,,
155729,j.jct.2008.12.014,2-propanol,CC(C)O,704.01,,,,,,,,,,,,,
155730,j.jct.2008.12.014,2-propanol,CC(C)O,704.58,,,,,,,,,,,,,
155731,j.jct.2008.12.014,2-propanol,CC(C)O,705.16,,,,,,,,,,,,,
155732,j.jct.2008.12.014,2-propanol,CC(C)O,705.76,,,,,,,,,,,,,
155733,j.jct.2008.12.014,2-propanol,CC(C)O,706.34,,,,,,,,,,,,,
155734,j.jct.2008.12.014,2-propanol,CC(C)O,707.04,,,,,,,,,,,,,
155735,j.jct.2008.12.014,2-propanol,CC(C)O,707.53,,,,,,,,,,,,,
155736,j.jct.2008.12.014,2-propanol,CC(C)O,708.16,,,,,,,,,,,,,
155737,j.jct.2008.12.014,2-propanol,CC(C)O,708.82,,,,,,,,,,,,,
155738,j.jct.2008.12.014,2-propanol,CC(C)O,709.33,,,,,,,,,,,,,
155739,j.jct.2008.12.014,2-propanol,CC(C)O,709.98,,,,,,,,,,,,,
155740,j.jct.2008.12.014,2-propanol,CC(C)O,710.53,,,,,,,,,,,,,
155741,j.jct.2008.12.014,2-propanol,CC(C)O,711.26,,,,,,,,,,,,,
155742,j.jct.2008.12.014,2-propanol,CC(C)O,711.73,,,,,,,,,,,,,
155743,j.jct.2008.12.014,2-propanol,CC(C)O,712.37,,,,,,,,,,,,,
155744,j.jct.2008.12.014,2-propanol,CC(C)O,712.94,,,,,,,,,,,,,
155745,j.jct.2008.12.014,2-propanol,CC(C)O,713.68,,,,,,,,,,,,,
155746,j.jct.2008.12.014,2-propanol,CC(C)O,714.18,,,,,,,,,,,,,
155747,j.jct.2008.12.014,2-propanol,CC(C)O,714.81,,,,,,,,,,,,,
155748,j.jct.2008.12.014,2-propanol,CC(C)O,715.42,,,,,,,,,,,,,
155749,j.jct.2008.12.014,2-propanol,CC(C)O,716.04,,,,,,,,,,,,,
155750,j.jct.2008.12.014,2-propanol,CC(C)O,716.64,,,,,,,,,,,,,
155751,j.jct.2008.12.014,2-propanol,CC(C)O,679.26,,,,,,,,,,,,,
155752,j.jct.2008.12.014,2-propanol,CC(C)O,680.18,,,,,,,,,,,,,
155753,j.jct.2008.12.014,2-propanol,CC(C)O,680.72,,,,,,,,,,,,,
155754,j.jct.2008.12.014,2-propanol,CC(C)O,681.39,,,,,,,,,,,,,
155755,j.jct.2008.12.014,2-propanol,CC(C)O,682.08,,,,,,,,,,,,,
155756,j.jct.2008.12.014,2-propanol,CC(C)O,682.77,,,,,,,,,,,,,
155757,j.jct.2008.12.014,2-propanol,CC(C)O,683.41,,,,,,,,,,,,,
155758,j.jct.2008.12.014,2-propanol,CC(C)O,684.2,,,,,,,,,,,,,
155759,j.jct.2008.12.014,2-propanol,CC(C)O,684.86,,,,,,,,,,,,,
155760,j.jct.2008.12.014,2-propanol,CC(C)O,685.63,,,,,,,,,,,,,
155761,j.jct.2008.12.014,2-propanol,CC(C)O,686.12,,,,,,,,,,,,,
155762,j.jct.2008.12.014,2-propanol,CC(C)O,686.89,,,,,,,,,,,,,
155763,j.jct.2008.12.014,2-propanol,CC(C)O,687.57,,,,,,,,,,,,,
155764,j.jct.2008.12.014,2-propanol,CC(C)O,688.24,,,,,,,,,,,,,
155765,j.jct.2008.12.014,2-propanol,CC(C)O,689.09,,,,,,,,,,,,,
155766,j.jct.2008.12.014,2-propanol,CC(C)O,689.55,,,,,,,,,,,,,
155767,j.jct.2008.12.014,2-propanol,CC(C)O,690.3,,,,,,,,,,,,,
155768,j.jct.2008.12.014,2-propanol,CC(C)O,691.01,,,,,,,,,,,,,
155769,j.jct.2008.12.014,2-propanol,CC(C)O,691.78,,,,,,,,,,,,,
155770,j.jct.2008.12.014,2-propanol,CC(C)O,692.42,,,,,,,,,,,,,
155771,j.jct.2008.12.014,2-propanol,CC(C)O,693.17,,,,,,,,,,,,,
155772,j.jct.2008.12.014,2-propanol,CC(C)O,693.88,,,,,,,,,,,,,
155773,j.jct.2008.12.014,2-propanol,CC(C)O,694.57,,,,,,,,,,,,,
155774,j.jct.2008.12.014,2-propanol,CC(C)O,695.2,,,,,,,,,,,,,
155775,j.jct.2008.12.014,2-propanol,CC(C)O,695.89,,,,,,,,,,,,,
156015,j.jct.2008.12.020,toluene,Cc1ccccc1,876.6,0.7,,,,,,,,,,,,
156016,j.jct.2008.12.020,toluene,Cc1ccccc1,879.5,0.7,,,,,,,,,,,,
156017,j.jct.2008.12.020,toluene,Cc1ccccc1,882.9,0.7,,,,,,,,,,,,
156018,j.jct.2008.12.020,toluene,Cc1ccccc1,895.3,0.7,,,,,,,,,,,,
156019,j.jct.2008.12.020,toluene,Cc1ccccc1,906.4,0.7,,,,,,,,,,,,
156020,j.jct.2008.12.020,toluene,Cc1ccccc1,916.4,0.7,,,,,,,,,,,,
156022,j.jct.2008.12.020,toluene,Cc1ccccc1,863.0,0.7,,,,,,,,,,,,
156023,j.jct.2008.12.020,toluene,Cc1ccccc1,866.1,0.7,,,,,,,,,,,,
156024,j.jct.2008.12.020,toluene,Cc1ccccc1,869.7,0.7,,,,,,,,,,,,
156025,j.jct.2008.12.020,toluene,Cc1ccccc1,883.1,0.7,,,,,,,,,,,,
156026,j.jct.2008.12.020,toluene,Cc1ccccc1,894.9,0.7,,,,,,,,,,,,
156027,j.jct.2008.12.020,toluene,Cc1ccccc1,905.5,0.7,,,,,,,,,,,,
156029,j.jct.2008.12.020,toluene,Cc1ccccc1,839.7,0.7,,,,,,,,,,,,
156030,j.jct.2008.12.020,toluene,Cc1ccccc1,843.2,0.7,,,,,,,,,,,,
156031,j.jct.2008.12.020,toluene,Cc1ccccc1,847.5,0.7,,,,,,,,,,,,
156032,j.jct.2008.12.020,toluene,Cc1ccccc1,862.8,0.7,,,,,,,,,,,,
156033,j.jct.2008.12.020,toluene,Cc1ccccc1,876.0,0.7,,,,,,,,,,,,
156034,j.jct.2008.12.020,toluene,Cc1ccccc1,887.6,0.7,,,,,,,,,,,,
156036,j.jct.2008.12.020,toluene,Cc1ccccc1,830.2,0.7,,,,,,,,,,,,
156037,j.jct.2008.12.020,toluene,Cc1ccccc1,834.0,0.7,,,,,,,,,,,,
156038,j.jct.2008.12.020,toluene,Cc1ccccc1,838.5,0.7,,,,,,,,,,,,
156039,j.jct.2008.12.020,toluene,Cc1ccccc1,854.6,0.7,,,,,,,,,,,,
156040,j.jct.2008.12.020,toluene,Cc1ccccc1,868.4,0.7,,,,,,,,,,,,
156041,j.jct.2008.12.020,toluene,Cc1ccccc1,880.6,0.7,,,,,,,,,,,,
156043,j.jct.2008.12.020,toluene,Cc1ccccc1,815.8,0.7,,,,,,,,,,,,
156044,j.jct.2008.12.020,toluene,Cc1ccccc1,820.0,0.7,,,,,,,,,,,,
156045,j.jct.2008.12.020,toluene,Cc1ccccc1,825.0,0.7,,,,,,,,,,,,
156046,j.jct.2008.12.020,toluene,Cc1ccccc1,842.4,0.7,,,,,,,,,,,,
156047,j.jct.2008.12.020,toluene,Cc1ccccc1,857.2,0.7,,,,,,,,,,,,
156048,j.jct.2008.12.020,toluene,Cc1ccccc1,870.1,0.7,,,,,,,,,,,,
156050,j.jct.2008.12.020,toluene,Cc1ccccc1,791.4,0.7,,,,,,,,,,,,
156051,j.jct.2008.12.020,toluene,Cc1ccccc1,796.4,0.7,,,,,,,,,,,,
156052,j.jct.2008.12.020,toluene,Cc1ccccc1,802.3,0.7,,,,,,,,,,,,
156053,j.jct.2008.12.020,toluene,Cc1ccccc1,822.4,0.7,,,,,,,,,,,,
156054,j.jct.2008.12.020,toluene,Cc1ccccc1,838.9,0.7,,,,,,,,,,,,
156055,j.jct.2008.12.020,toluene,Cc1ccccc1,853.1,0.7,,,,,,,,,,,,
156056,j.jct.2008.12.020,toluene,Cc1ccccc1,765.1,0.7,,,,,,,,,,,,
156057,j.jct.2008.12.020,toluene,Cc1ccccc1,771.0,0.7,,,,,,,,,,,,
156058,j.jct.2008.12.020,toluene,Cc1ccccc1,777.9,0.7,,,,,,,,,,,,
156059,j.jct.2008.12.020,toluene,Cc1ccccc1,801.1,0.7,,,,,,,,,,,,
156060,j.jct.2008.12.020,toluene,Cc1ccccc1,819.6,0.7,,,,,,,,,,,,
156061,j.jct.2008.12.020,toluene,Cc1ccccc1,835.1,0.7,,,,,,,,,,,,
156063,j.jct.2008.12.020,decane,CCCCCCCCCC,738.6,0.7,,,,,,,,,,,,
156064,j.jct.2008.12.020,decane,CCCCCCCCCC,741.6,0.7,,,,,,,,,,,,
156065,j.jct.2008.12.020,decane,CCCCCCCCCC,744.9,0.7,,,,,,,,,,,,
156066,j.jct.2008.12.020,decane,CCCCCCCCCC,757.1,0.7,,,,,,,,,,,,
156067,j.jct.2008.12.020,decane,CCCCCCCCCC,767.7,0.7,,,,,,,,,,,,
156068,j.jct.2008.12.020,decane,CCCCCCCCCC,777.1,0.7,,,,,,,,,,,,
156070,j.jct.2008.12.020,decane,CCCCCCCCCC,727.8,0.7,,,,,,,,,,,,
156071,j.jct.2008.12.020,decane,CCCCCCCCCC,730.9,0.7,,,,,,,,,,,,
156072,j.jct.2008.12.020,decane,CCCCCCCCCC,734.5,0.7,,,,,,,,,,,,
156073,j.jct.2008.12.020,decane,CCCCCCCCCC,747.5,0.7,,,,,,,,,,,,
156074,j.jct.2008.12.020,decane,CCCCCCCCCC,758.8,0.7,,,,,,,,,,,,
156075,j.jct.2008.12.020,decane,CCCCCCCCCC,768.6,0.7,,,,,,,,,,,,
156077,j.jct.2008.12.020,decane,CCCCCCCCCC,708.5,0.7,,,,,,,,,,,,
156078,j.jct.2008.12.020,decane,CCCCCCCCCC,712.0,0.7,,,,,,,,,,,,
156079,j.jct.2008.12.020,decane,CCCCCCCCCC,716.2,0.7,,,,,,,,,,,,
156080,j.jct.2008.12.020,decane,CCCCCCCCCC,731.0,0.7,,,,,,,,,,,,
156081,j.jct.2008.12.020,decane,CCCCCCCCCC,743.5,0.7,,,,,,,,,,,,
156082,j.jct.2008.12.020,decane,CCCCCCCCCC,754.3,0.7,,,,,,,,,,,,
156084,j.jct.2008.12.020,decane,CCCCCCCCCC,700.9,0.7,,,,,,,,,,,,
156085,j.jct.2008.12.020,decane,CCCCCCCCCC,704.7,0.7,,,,,,,,,,,,
156086,j.jct.2008.12.020,decane,CCCCCCCCCC,709.2,0.7,,,,,,,,,,,,
156087,j.jct.2008.12.020,decane,CCCCCCCCCC,724.7,0.7,,,,,,,,,,,,
156088,j.jct.2008.12.020,decane,CCCCCCCCCC,737.7,0.7,,,,,,,,,,,,
156089,j.jct.2008.12.020,decane,CCCCCCCCCC,749.0,0.7,,,,,,,,,,,,
156091,j.jct.2008.12.020,decane,CCCCCCCCCC,689.3,0.7,,,,,,,,,,,,
156092,j.jct.2008.12.020,decane,CCCCCCCCCC,693.4,0.7,,,,,,,,,,,,
156093,j.jct.2008.12.020,decane,CCCCCCCCCC,698.3,0.7,,,,,,,,,,,,
156094,j.jct.2008.12.020,decane,CCCCCCCCCC,715.1,0.7,,,,,,,,,,,,
156095,j.jct.2008.12.020,decane,CCCCCCCCCC,728.9,0.7,,,,,,,,,,,,
156096,j.jct.2008.12.020,decane,CCCCCCCCCC,740.8,0.7,,,,,,,,,,,,
156098,j.jct.2008.12.020,decane,CCCCCCCCCC,669.7,0.7,,,,,,,,,,,,
156099,j.jct.2008.12.020,decane,CCCCCCCCCC,674.6,0.7,,,,,,,,,,,,
156100,j.jct.2008.12.020,decane,CCCCCCCCCC,680.3,0.7,,,,,,,,,,,,
156101,j.jct.2008.12.020,decane,CCCCCCCCCC,699.5,0.7,,,,,,,,,,,,
156102,j.jct.2008.12.020,decane,CCCCCCCCCC,714.8,0.7,,,,,,,,,,,,
156103,j.jct.2008.12.020,decane,CCCCCCCCCC,727.7,0.7,,,,,,,,,,,,
156105,j.jct.2008.12.020,decane,CCCCCCCCCC,648.5,0.7,,,,,,,,,,,,
156106,j.jct.2008.12.020,decane,CCCCCCCCCC,654.1,0.7,,,,,,,,,,,,
156107,j.jct.2008.12.020,decane,CCCCCCCCCC,660.8,0.7,,,,,,,,,,,,
156108,j.jct.2008.12.020,decane,CCCCCCCCCC,682.6,0.7,,,,,,,,,,,,
156109,j.jct.2008.12.020,decane,CCCCCCCCCC,699.5,0.7,,,,,,,,,,,,
156110,j.jct.2008.12.020,decane,CCCCCCCCCC,713.5,0.7,,,,,,,,,,,,
156251,j.jct.2008.12.022,triethylene glycol,OCCOCCOCCO,1116.0,0.558,,,,,,,,,,,,
156252,j.jct.2008.12.022,triethylene glycol,OCCOCCOCCO,1109.0,0.5545,,,,,,,,,,,,
156253,j.jct.2008.12.022,triethylene glycol,OCCOCCOCCO,1101.0,0.5505,,,,,,,,,,,,
156254,j.jct.2008.12.022,triethylene glycol,OCCOCCOCCO,1093.0,0.5465,,,,,,,,,,,,
156255,j.jct.2008.12.022,triethylene glycol,OCCOCCOCCO,1086.0,0.543,,,,,,,,,,,,
156261,j.jct.2008.12.022,"1,2-propanediol",CC(O)CO,1029.0,0.5145,,,,,,,,,,,,
156262,j.jct.2008.12.022,"1,2-propanediol",CC(O)CO,1021.0,0.5105,,,,,,,,,,,,
156263,j.jct.2008.12.022,"1,2-propanediol",CC(O)CO,1014.0,0.507,,,,,,,,,,,,
156264,j.jct.2008.12.022,"1,2-propanediol",CC(O)CO,1006.0,0.503,,,,,,,,,,,,
156265,j.jct.2008.12.022,"1,2-propanediol",CC(O)CO,999.0,0.4995,,,,,,,,,,,,
156709,j.jct.2009.01.008,toluene,Cc1ccccc1,862.27,0.05,,,,,,,,,,,,
156711,j.jct.2009.01.008,toluene,Cc1ccccc1,862.18,0.02,,,,,,,,,,,,
156712,j.jct.2009.01.008,toluene,Cc1ccccc1,852.87,0.02,,,,,,,,,,,,
156713,j.jct.2009.01.008,toluene,Cc1ccccc1,843.58,0.02,,,,,,,,,,,,
156714,j.jct.2009.01.008,toluene,Cc1ccccc1,834.28,0.02,,,,,,,,,,,,
156715,j.jct.2009.01.008,toluene,Cc1ccccc1,,,1305.4,0.5,,,,,,,,,,
156716,j.jct.2009.01.008,toluene,Cc1ccccc1,,,1262.6,0.5,,,,,,,,,,
