,filename,x1,x2,smiles1,smiles2,components,Mole fraction,"Speed of sound, m/s","Speed of sound, m/s_std"
107325,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.353,1109,1
107326,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.455,1079.04,1
107327,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.556,1049.8,1
107328,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.653,1021.44,1
107329,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.746,994.59,1
107330,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.834,968.81,1
107331,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.918,944.36,1
107332,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,0.959,932.2,1
107333,j.jct.2007.05.005,ethylbenzene,tert-butyl ethyl ether,CCc1ccccc1,CCOC(C)(C)C,ethylbenzene__tert-butyl ethyl ether,1,920.73,1
107373,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0,1124.31,1
107374,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.047,1121.18,1
107375,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.1,1118.34,1
107376,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.204,1111.9,1
107377,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.305,1106.75,1
107378,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.4,1101.65,1
107379,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.508,1096.5,1
107380,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.596,1092.53,1
107381,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.699,1088.28,1
107382,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.788,1084.87,1
107383,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.902,1081.5,1
107384,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.949,1080.5,1
107385,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",1,1078.87,1
107386,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0,1082.2,1
107387,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.047,1078.67,1
107388,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.1,1075.54,1
107389,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.204,1068.91,1
107390,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.305,1063.78,1
107391,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.4,1058.5,1
107392,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.508,1053.08,1
107393,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.596,1048.33,1
107394,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.699,1043.82,1
107395,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.788,1040.14,1
107396,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.902,1036.64,1
107397,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.949,1035.36,1
107398,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",1,1033.23,1
107399,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0,979.25,1
107400,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.047,975.15,1
107401,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.1,971.5,1
107402,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.204,964.23,1
107403,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.305,958.38,1
107404,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.4,952.41,1
107405,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.508,946.33,1
107406,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.596,941.25,1
107407,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.699,935.64,1
107408,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.788,931,1
107409,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.902,927.2,1
107410,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",0.949,925.22,1
107411,j.jct.2007.05.005,"2,2,4-trimethylpentane",tert-butyl ethyl ether,CC(C)CC(C)(C)C,CCOC(C)(C)C,"2,2,4-trimethylpentane__tert-butyl ethyl ether",1,922.48,1
107451,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0,1098.21,1
107452,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0,1055.36,1
107453,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0,1013.01,1
107454,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.06,1085.94,1
107455,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.06,1043.37,1
107456,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.06,1001.65,1
107457,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.093,1037.42,1
107458,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.093,1079.45,1
107459,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.093,996.19,1
107460,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.2,1062.93,1
107461,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.2,1021.86,1
107462,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.2,980.83,1
107463,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.298,1050.68,1
107464,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.298,1010.1,1
107465,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.298,969.12,1
107466,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.386,1000.27,1
107467,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.386,1041.52,1
107468,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.386,959.27,1
107469,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.488,1033.46,1
107470,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.488,992.26,1
107471,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.488,950.9,1
107472,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.632,1024.69,1
107473,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.632,982.68,1
107474,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.632,940.83,1
107475,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.685,979.93,1
107476,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.685,1022.1,1
107477,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.685,937.72,1
107478,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.796,1017.92,1
107479,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.796,975.09,1
107480,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.796,932.37,1
107481,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.896,1014.88,1
107482,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.896,971.48,1
107483,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.896,928.25,1
107484,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.949,969.31,1
107485,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.949,1013.38,1
107486,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,0.949,925.71,1
107487,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,1,965.87,1
107488,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,1,1010.23,1
107489,j.jct.2007.05.005,2-methyl-2-propanol,tert-butyl ethyl ether,CC(C)(C)O,CCOC(C)(C)C,2-methyl-2-propanol__tert-butyl ethyl ether,1,922.08,1
107529,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0,1177.3,1
107530,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0,1142.4,1
107531,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0,1059.32,1
107532,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.049,1171.37,1
107533,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.049,1135.56,1
107534,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.049,1048.59,1
107535,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.097,1128.87,1
107536,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.097,1165.75,1
107537,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.097,1038.12,1
107538,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.198,1150.86,1
107539,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.198,1112.51,1
107540,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.198,1018.32,1
107541,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.303,1137.38,1
107542,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.303,1097.49,1
107543,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.303,999.82,1
107544,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.395,1086.4,1
107545,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.395,1127.39,1
107546,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.395,986.27,1
107547,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.504,1116.63,1
107548,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.504,1074.59,1
107549,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.504,971.7,1
107550,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.606,1108.37,1
107551,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.606,1065.45,1
107552,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.606,959.88,1
107553,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.691,1057.95,1
107554,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.691,1101.37,1
107555,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.691,950.98,1
107556,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.802,1093.99,1
107557,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.802,1049.79,1
107558,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.802,941.56,1
107559,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.895,1087.79,1
107560,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.895,1043,1
107561,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.895,933.37,1
107562,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.935,1039.8,1
107563,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.935,1084.85,1
107564,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,0.935,929.43,1
107565,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,1,1033.23,1
107566,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,1,1078.87,1
107567,j.jct.2007.05.005,ethanol,tert-butyl ethyl ether,CCO,CCOC(C)(C)C,ethanol__tert-butyl ethyl ether,1,922.48,1
111622,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0,1077.8,8.617536
111623,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.0507,1077.6,8.5564234368
111624,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.101,1079.4,8.495793024
111625,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.1524,1082.5,8.4338366976
111626,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.2574,1091.7,8.3072722176
111627,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.379,1106.3,8.160698496
111628,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.4125,1111.1,8.1203184
111629,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.4502,1116.7,8.0748757248
111630,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.5121,1126.5,8.0002629504
111631,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.6005,1141.9,7.893707712
111632,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.7004,1162.2,7.7732906496
111633,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8202,1190.9,7.6288866048
111634,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8523,1199,7.5901940352
111635,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8957,1210.5,7.5378807168
111636,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.9476,1225.1,7.4753217024
111637,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,1,1240.5,7.41216
111638,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0,1055.2,8.617536
111639,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.0507,1054.9,8.5564234368
111640,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.101,1056.8,8.495793024
111641,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.1524,1059.9,8.4338366976
111642,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.2574,1069.1,8.3072722176
111643,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.379,1083.7,8.160698496
111644,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.4125,1088.5,8.1203184
111645,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.4502,1094.1,8.0748757248
111646,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.5121,1103.9,8.0002629504
111647,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.6005,1120.8,7.893707712
111648,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.7004,1141.1,7.7732906496
111649,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8202,1171.5,7.6288866048
111650,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8523,1179.9,7.5901940352
111651,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.8957,1192.1,7.5378807168
111652,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0.9476,1207.9,7.4753217024
111653,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,1,1226.5,7.41216
111654,j.jct.2007.05.016,1-butanol,hexane,CCCCO,CCCCCC,1-butanol__hexane,0,1032.9,8.617536
