,Mixture,Mixture Count dens binary,Mixture Count actcoeff binary,Mixture Count sos binary,Mixture Count dielec binary,Mixture Count eme binary,Mixture Count emcp binary,Mixture Count emv binary,Mixture Count all,x1,x2,SMILES1,SMILES2
488,"2-methylpropane__1,3-dimethylbenzene",0,4,0,0,0,0,0,4,2-methylpropane,"1,3-dimethylbenzene",CC(C)C,Cc1cccc(C)c1
489,"1,3-dimethylbenzene__methoxymethane",0,4,0,0,0,0,0,4,"1,3-dimethylbenzene",methoxymethane,Cc1cccc(C)c1,COC
490,toluene__water,0,4,0,0,0,0,0,4,toluene,water,Cc1ccccc1,O
491,methyl tert-butyl ether__water,0,4,0,0,0,0,0,4,methyl tert-butyl ether,water,COC(C)(C)C,O
492,"propane__1,3-dimethylbenzene",0,4,0,0,0,0,0,4,propane,"1,3-dimethylbenzene",CCC,Cc1cccc(C)c1
493,"1,2-dimethylbenzene__butane",0,4,0,0,0,0,0,4,"1,2-dimethylbenzene",butane,Cc1ccccc1C,CCCC
494,tert-amyl methyl ether__water,0,4,0,0,0,0,0,4,tert-amyl methyl ether,water,CCC(C)(C)OC,O
495,benzene__2-methylpropane,0,4,0,0,0,0,0,4,benzene,2-methylpropane,c1ccccc1,CC(C)C
496,tert-butyl ethyl ether__water,0,4,0,0,0,0,0,4,tert-butyl ethyl ether,water,CCOC(C)(C)C,O
497,propane__toluene,0,4,0,0,0,0,0,4,propane,toluene,CCC,Cc1ccccc1
498,benzene__butane,0,4,0,0,0,0,0,4,benzene,butane,c1ccccc1,CCCC
499,"butane__1,3-dimethylbenzene",0,4,0,0,0,0,0,4,butane,"1,3-dimethylbenzene",CCCC,Cc1cccc(C)c1
464,methanol__ethane,3,0,0,0,0,0,0,3,methanol,ethane,CO,CC
500,diethylene glycol__n-nonane,0,3,0,0,0,0,0,3,diethylene glycol,n-nonane,OCCOCCO,CCCCCCCCC
501,triethylene glycol__n-heptane,0,3,0,0,0,0,0,3,triethylene glycol,n-heptane,OCCOCCOCCO,CCCCCCC
502,n-octane__triethylene glycol,0,3,0,0,0,0,0,3,n-octane,triethylene glycol,CCCCCCCC,OCCOCCOCCO
503,n-nonane__triethylene glycol,0,3,0,0,0,0,0,3,n-nonane,triethylene glycol,CCCCCCCCC,OCCOCCOCCO
504,triethylene glycol__cycloheptane,0,3,0,0,0,0,0,3,triethylene glycol,cycloheptane,OCCOCCOCCO,C1CCCCCC1
505,2-propanol__triethylene glycol,0,3,0,0,0,0,0,3,2-propanol,triethylene glycol,CC(C)O,OCCOCCOCCO
506,ethanol__triethylene glycol,0,3,0,0,0,0,0,3,ethanol,triethylene glycol,CCO,OCCOCCOCCO
507,diethylene glycol__cycloheptane,0,3,0,0,0,0,0,3,diethylene glycol,cycloheptane,OCCOCCO,C1CCCCCC1
508,n-hexane__diethylene glycol,0,3,0,0,0,0,0,3,n-hexane,diethylene glycol,CCCCCC,OCCOCCO
509,diethylene glycol__cyclopentane,0,3,0,0,0,0,0,3,diethylene glycol,cyclopentane,OCCOCCO,C1CCCC1
510,cyclohexane__diethylene glycol,0,3,0,0,0,0,0,3,cyclohexane,diethylene glycol,C1CCCCC1,OCCOCCO
511,cyclohexane__triethylene glycol,0,3,0,0,0,0,0,3,cyclohexane,triethylene glycol,C1CCCCC1,OCCOCCOCCO
512,2-propanol__diethylene glycol,0,3,0,0,0,0,0,3,2-propanol,diethylene glycol,CC(C)O,OCCOCCO
513,benzene__triethylene glycol,0,3,0,0,0,0,0,3,benzene,triethylene glycol,c1ccccc1,OCCOCCOCCO
514,ethylbenzene__triethylene glycol,0,3,0,0,0,0,0,3,ethylbenzene,triethylene glycol,CCc1ccccc1,OCCOCCOCCO
515,ethylbenzene__diethylene glycol,0,3,0,0,0,0,0,3,ethylbenzene,diethylene glycol,CCc1ccccc1,OCCOCCO
516,1-propanol__triethylene glycol,0,3,0,0,0,0,0,3,1-propanol,triethylene glycol,CCCO,OCCOCCOCCO
517,diethylene glycol__cyclooctane,0,3,0,0,0,0,0,3,diethylene glycol,cyclooctane,OCCOCCO,C1CCCCCCC1
518,toluene__diethylene glycol,0,3,0,0,0,0,0,3,toluene,diethylene glycol,Cc1ccccc1,OCCOCCO
519,n-pentane__triethylene glycol,0,3,0,0,0,0,0,3,n-pentane,triethylene glycol,CCCCC,OCCOCCOCCO
520,diethylene glycol__n-heptane,0,3,0,0,0,0,0,3,diethylene glycol,n-heptane,OCCOCCO,CCCCCCC
521,"hexane__1,3-propanediol",0,3,0,0,0,0,0,3,hexane,"1,3-propanediol",CCCCCC,OCCCO
522,n-pentane__diethylene glycol,0,3,0,0,0,0,0,3,n-pentane,diethylene glycol,CCCCC,OCCOCCO
523,methanol__diethylene glycol,0,3,0,0,0,0,0,3,methanol,diethylene glycol,CO,OCCOCCO
524,1-propanol__diethylene glycol,0,3,0,0,0,0,0,3,1-propanol,diethylene glycol,CCCO,OCCOCCO
525,triethylene glycol__cyclooctane,0,3,0,0,0,0,0,3,triethylene glycol,cyclooctane,OCCOCCOCCO,C1CCCCCCC1
526,n-hexane__triethylene glycol,0,3,0,0,0,0,0,3,n-hexane,triethylene glycol,CCCCCC,OCCOCCOCCO
527,triethylene glycol__cyclopentane,0,3,0,0,0,0,0,3,triethylene glycol,cyclopentane,OCCOCCOCCO,C1CCCC1
528,"1,2-ethanediol__hexane",0,3,0,0,0,0,0,3,"1,2-ethanediol",hexane,OCCO,CCCCCC
529,toluene__triethylene glycol,0,3,0,0,0,0,0,3,toluene,triethylene glycol,Cc1ccccc1,OCCOCCOCCO
530,diethylene glycol__n-octane,0,3,0,0,0,0,0,3,diethylene glycol,n-octane,OCCOCCO,CCCCCCCC
531,"1,2-ethanediol__decane",0,3,0,0,0,0,0,3,"1,2-ethanediol",decane,OCCO,CCCCCCCCCC
532,ethanol__diethylene glycol,0,3,0,0,0,0,0,3,ethanol,diethylene glycol,CCO,OCCOCCO
533,benzene__diethylene glycol,0,3,0,0,0,0,0,3,benzene,diethylene glycol,c1ccccc1,OCCOCCO
534,methanol__triethylene glycol,0,2,0,0,0,0,0,2,methanol,triethylene glycol,CO,OCCOCCOCCO
535,2-methylphenol__nonane,0,2,0,0,0,0,0,2,2-methylphenol,nonane,Cc1ccccc1O,CCCCCCCCC
536,3-methylphenol__nonane,0,2,0,0,0,0,0,2,3-methylphenol,nonane,Cc1cccc(O)c1,CCCCCCCCC
465,glycidol__water,1,0,0,0,0,0,0,1,glycidol,water,OCC1CO1,O
537,methyl cellosolve__n-decane,0,1,0,0,0,0,0,1,methyl cellosolve,n-decane,COCCO,CCCCCCCCCC
538,methylcyclopentane__methyl cellosolve,0,1,0,0,0,0,0,1,methylcyclopentane,methyl cellosolve,CC1CCCC1,COCCO
539,propylene glycol__n-octane,0,1,0,0,0,0,0,1,propylene glycol,n-octane,CC(O)CO,CCCCCCCC
540,methyl cellosolve__cyclohexane,0,1,0,0,0,0,0,1,methyl cellosolve,cyclohexane,COCCO,C1CCCCC1
541,methyl cellosolve__cyclooctane,0,1,0,0,0,0,0,1,methyl cellosolve,cyclooctane,COCCO,C1CCCCCCC1
542,2-methylphenol__decane,0,1,0,0,0,0,0,1,2-methylphenol,decane,Cc1ccccc1O,CCCCCCCCCC
543,methylcyclohexane__methyl cellosolve,0,1,0,0,0,0,0,1,methylcyclohexane,methyl cellosolve,CC1CCCCC1,COCCO
544,benzene__methyl cellosolve,0,1,0,0,0,0,0,1,benzene,methyl cellosolve,c1ccccc1,COCCO
545,m-xylene__methyl cellosolve,0,1,0,0,0,0,0,1,m-xylene,methyl cellosolve,Cc1cccc(C)c1,COCCO
546,propylene glycol__toluene,0,1,0,0,0,0,0,1,propylene glycol,toluene,CC(O)CO,Cc1ccccc1
547,propylene glycol__benzene,0,1,0,0,0,0,0,1,propylene glycol,benzene,CC(O)CO,c1ccccc1
548,o-xylene__methyl cellosolve,0,1,0,0,0,0,0,1,o-xylene,methyl cellosolve,Cc1ccccc1C,COCCO
549,propylene glycol__ethylbenzene,0,1,0,0,0,0,0,1,propylene glycol,ethylbenzene,CC(O)CO,CCc1ccccc1
550,propylene glycol__m-xylene,0,1,0,0,0,0,0,1,propylene glycol,m-xylene,CC(O)CO,Cc1cccc(C)c1
551,propylene glycol__naphthalene,0,1,0,0,0,0,0,1,propylene glycol,naphthalene,CC(O)CO,c1ccc2ccccc2c1
552,3-methylphenol__decane,0,1,0,0,0,0,0,1,3-methylphenol,decane,Cc1cccc(O)c1,CCCCCCCCCC
553,p-cymene__methyl cellosolve,0,1,0,0,0,0,0,1,p-cymene,methyl cellosolve,CC(C)c1ccc(C)cc1,COCCO
554,toluene__methyl cellosolve,0,1,0,0,0,0,0,1,toluene,methyl cellosolve,Cc1ccccc1,COCCO
555,naphthalene__methyl cellosolve,0,1,0,0,0,0,0,1,naphthalene,methyl cellosolve,c1ccc2ccccc2c1,COCCO
556,propylene glycol__n-heptane,0,1,0,0,0,0,0,1,propylene glycol,n-heptane,CC(O)CO,CCCCCCC
557,ethylbenzene__methyl cellosolve,0,1,0,0,0,0,0,1,ethylbenzene,methyl cellosolve,CCc1ccccc1,COCCO
558,p-xylene__methyl cellosolve,0,1,0,0,0,0,0,1,p-xylene,methyl cellosolve,Cc1ccc(C)cc1,COCCO
559,methyl cellosolve__n-heptane,0,1,0,0,0,0,0,1,methyl cellosolve,n-heptane,COCCO,CCCCCCC
560,methyl cellosolve__n-hexane,0,1,0,0,0,0,0,1,methyl cellosolve,n-hexane,COCCO,CCCCCC
561,propylene glycol__n-hexane,0,1,0,0,0,0,0,1,propylene glycol,n-hexane,CC(O)CO,CCCCCC
562,methyl cellosolve__n-nonane,0,1,0,0,0,0,0,1,methyl cellosolve,n-nonane,COCCO,CCCCCCCCC
563,propylene glycol__o-xylene,0,1,0,0,0,0,0,1,propylene glycol,o-xylene,CC(O)CO,Cc1ccccc1C
564,propylene glycol__p-xylene,0,1,0,0,0,0,0,1,propylene glycol,p-xylene,CC(O)CO,Cc1ccc(C)cc1
565,methyl cellosolve__n-octane,0,1,0,0,0,0,0,1,methyl cellosolve,n-octane,COCCO,CCCCCCCC
