;filename;Pure_Dens_Molecules;Bin_Dens_Mixtures;Pure_Hmol_Molecules;Bin_EME_Mixtures;Pure_Cpmol_Molecules;Bin_EMCp_Mixtures;Property_Score;nan_Count;Pure_Dens_Counts;Bin_Dens_Counts;Pure_Hmol_Counts;Bin_EME_Counts;Pure_Cpmol_Counts;Bin_EMCp_Counts;Component_Score;Aggregate_Score
742;je3002283;"[""'CCCCCC'"", ""'CCCCCCCC'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
416;j.jct.2013.04.015;"[""'CO'"", ""'CCO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
323;j.jct.2010.10.025;['nan'];"[""'Cc1ccccc1O__CCCCCCCCCO'"", ""'Cc1cccc(O)c1__CCCCCCCCCO'"", ""'Cc1ccc(O)cc1__CCCCCCCCCO'"", ""'COc1ccccc1__CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;4;1;1;1;1;4.0;5.0
264;j.jct.2007.09.007;"[""'C1COCCO1'"", ""'CC(C)OC(C)C'"", ""'CCCCOCCCC'"", ""'C1CCOC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
328;j.jct.2010.12.012;"[""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
329;j.jct.2010.12.014;"[""'CCc1ccccc1'"", ""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
23;j.fluid.2006.05.032;"[""'CCCO'"", ""'Cc1ccccc1'""]";"[""'CCCO__Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
800;je500153g;"[""'CCC(C)O'"", ""'CC(C)O'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
799;je401124t;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
22;j.fluid.2006.04.010;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'"", ""'CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
563;je049610v;"[""'COc1ccccc1'"", ""'C1COCCO1'""]";"[""'COc1ccccc1__C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
797;je401101u;"[""'CCCO'"", ""'CC(C)O'""]";"[""'CC(C)O__CCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
564;je049655w;"[""'CCO'"", ""'CC(C)CC(C)(C)C'""]";"[""'CCO__CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
848;je700344f;"[""'C1COCCO1'"", ""'CCCCCCO'""]";"[""'CCCCCCO__C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
129;j.fluid.2013.10.033;"[""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'"", ""'c1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
629;je060307z;"[""'CCO'"", ""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
458;j.jct.2013.11.028;"[""'CCCCO'"", ""'CCCCCO'"", ""'CC(C)CCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
984;s10765-010-0719-7;"[""'CC(C)CCO'"", ""'CCCCOCCO'""]";"[""'CCCCOCCO__CC(C)CCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
660;je100484n;"[""'CC(C)(C)O'"", ""'CCCCCCC'""]";"[""'CC(C)(C)O__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
634;je060353z;"[""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
659;je100390b;"[""'CCCCCCO'"", ""'Cc1ccc(C)cc1'""]";"[""'Cc1ccc(C)cc1__CCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
213;j.jct.2005.06.015;"[""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
879;je800325d;"[""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
877;je8002964;"[""'CCCCCCC'"", ""'CO'"", ""'CC(C)O'"", ""'C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
661;je100508y;"[""'c1ccccc1'"", ""'C1CCCCC1'"", ""'CC1CCCCC1'"", ""'C1CCCCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
973;s10765-008-0390-4;"[""'CCCCO'"", ""'c1ccccc1'""]";"[""'CCCCO__c1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
177;j.fluid.2015.05.002;"[""'Cc1occc1'"", ""'CC1CCCO1'"", ""'CCCCOCCCC'"", ""'CC(C)CC(C)(C)C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
217;j.jct.2005.09.001;"[""'CCC(O)CO'"", ""'CC(O)CCO'"", ""'OCCCCO'"", ""'CC(O)C(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
709;je200334e;"[""'c1ccccc1'"", ""'CCCCCCC'"", ""'C1CCCCCCC1'"", ""'CC1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
166;j.fluid.2014.12.027;"[""'CCCCCCCCCC'"", ""'Cc1ccccc1'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
100;j.fluid.2012.11.013;"[""'CCC(C)(C)C'"", ""'CC(C)C(C)C'"", ""'CCCC(C)C'"", ""'CCC(C)CC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
519;j.tca.2008.11.009;"[""'C1CCOC1'"", ""'C1COCO1'"", ""'C1CCOCC1'"", ""'C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
152;j.fluid.2014.06.015;"[""'OCC(O)CO'"", ""'CCC(C)O'"", ""'CCC(C)(C)O'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
96;j.fluid.2012.09.019;"[""'CCCCCCCCCC'"", ""'Cc1ccc(C)cc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
194;j.fluid.2015.09.052;"[""'CO'"", ""'CC(C)O'"", ""'O'"", ""'OCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
899;je800930v;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
917;je900240s;['nan'];"[""'COCCO__C1COCO1'"", ""'CCOCCO__C1COCO1'"", ""'CCCCOCCO__C1COCO1'"", ""'CC(C)O__C1COCO1'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;4;1;1;1;1;4.0;5.0
181;j.fluid.2015.06.003;"[""'COC(C)(C)C'"", ""'CO'"", ""'CCCCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
189;j.fluid.2015.07.032;"[""'CO'"", ""'CCO'"", ""'CC(C)O'"", ""'CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
521;j.tca.2009.03.014;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
387;j.jct.2012.08.010;"[""'CCc1ccccc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
111;j.fluid.2013.03.029;"[""'O'"", ""'CCO'"", ""'CC(C)CO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
207;j.jct.2005.03.027;"[""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'"", ""'CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
437;j.jct.2013.08.023;"[""'CCCCCCC'"", ""'CCCCCC'"", ""'CO'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
979;s10765-008-0542-6;"[""'CCCCCCCCCC'"", ""'CCCCCCCC'"", ""'Cc1ccccc1'"", ""'C1CCOC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
201;j.jct.2004.12.002;"[""'CCO'"", ""'CCCCCCC'""]";"[""'CCO__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
517;j.tca.2008.09.006;"[""'C1CCCCC1'"", ""'CCCO'""]";"[""'CCCO__C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
697;je1013476;"[""'CCO'"", ""'CCCO'"", ""'CCCCCO'"", ""'CCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
206;j.jct.2005.03.016;"[""'CCO'"", ""'CC1CCCCC1'""]";"[""'CCO__CC1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
871;je800150h;"[""'O'"", ""'CCO'""]";"[""'CCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
996;s10765-013-1526-8;"[""'CCCCC(CC)CO'"", ""'c1ccccc1'""]";"[""'c1ccccc1__CCCCC(CC)CO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
868;je8000975;['nan'];"[""'COCCO__CCOCCO'"", ""'COCCO__CCCCOCCO'"", ""'COCCO__COCCOCCO'"", ""'CCCCOCCCC__CCCOCCO'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;4;1;1;1;1;4.0;5.0
66;j.fluid.2009.11.030;"[""'CCCCO'"", ""'CC(C)CO'"", ""'CCCCCO'"", ""'CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
854;je700577t;"[""'OCCO'"", ""'OCCOCCO'"", ""'OCCOCCOCCO'"", ""'CC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
719;je200707b;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
247;j.jct.2006.12.017;"[""'Cc1ccc(O)cc1'"", ""'Cc1ccc(C)cc1'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccccc1C'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
947;je900689;"[""'c1ccccc1'"", ""'CC(C)c1ccccc1'"", ""'CC(C)Cc1ccccc1'"", ""'CCCCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
103;j.fluid.2012.12.022;"[""'CCO'"", ""'O'"", ""'OCC(O)CO'"", ""'OCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
506;j.jct.2015.08.021;"[""'OCCCCO'"", ""'CCCCCO'"", ""'CC(C)CCO'"", ""'C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
441;j.jct.2013.09.017;"[""'CCCCCCC'"", ""'CCCCCCCC'"", ""'CCCCCCCCC'"", ""'CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
223;j.jct.2006.01.012;"[""'CCCCCCCC'"", ""'CCCCCCC'""]";"[""'CCCCCCCC__CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
65;j.fluid.2009.09.019;"[""'Cc1ccccc1'"", ""'CCCCCCC'"", ""'CCCCCC'"", ""'C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
642;je060490w;"[""'Cc1ccc(C)c(C)c1'"", ""'Cc1cc(C)cc(C)c1'"", ""'CCOC(C)OCC'"", ""'COC(C)(C)OC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
726;je201009c;"[""'CCO'"", ""'OCc1ccccc1'""]";"[""'CCO__OCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
641;je060485s;"[""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
133;j.fluid.2013.11.008;"[""'CO'"", ""'CCO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
498;j.jct.2015.05.006;"[""'COCCOC'"", ""'C1CCCCC1'"", ""'CCCCCC'"", ""'CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
945;je9006597;"[""'C1CCCCC1'"", ""'CCCCCC'"", ""'CCCCCCC'"", ""'CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
446;j.jct.2013.09.039;"[""'Cc1ccc(C)cc1'""]";"[""'Cc1ccc(C)cc1__CCCCCCCC'"", ""'Cc1ccc(C)cc1__CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;2;1;1;1;1;3.0;5.0
536;j.tca.2012.04.002;"[""'C1CCCCC1'"", ""'c1ccccc1'""]";"[""'c1ccccc1__C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
241;j.jct.2006.09.013;['nan'];"[""'OCCCCCCO__O'"", ""'CC(C)(CO)CO__O'"", ""'OCC(CO)(CO)CO__O'"", ""'OC[C@@H](O)[C@@H](O)[C@@H](O)CO__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;4;1;1;1;1;4.0;5.0
224;j.jct.2006.03.010;"[""'CO'"", ""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
940;je9005823;"[""'CC(C)O'"", ""'CCCC(C)O'"", ""'CCCCC(C)O'"", ""'CCCCCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
943;je900643r;"[""'CCCCCC'"", ""'Cc1ccc(C)cc1'""]";"[""'Cc1ccc(C)cc1__CCCCCC'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
78;j.fluid.2011.03.030;"[""'C1CC2C3CCC(C3)C2C1'"", ""'CC1CCCCC1'""]";"[""'CC1CCCCC1__C1CC2C3CCC(C3)C2C1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
713;je200457q;"[""'CCCO'"", ""'CCCCO'"", ""'CC(C)O'"", ""'CCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
862;je7007395;"[""'CCCCC'"", ""'CCCCCC'"", ""'CCCCCCC'"", ""'CCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
614;je060113j;"[""'C1CCOC1'"", ""'CO'""]";"[""'CO__C1CCOC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
716;je200527t;['nan'];"[""'CC(C)(C)CO__O'"", ""'CC(CO)CO__O'"", ""'CC(CO)(CO)CO__O'"", ""'CCC(CO)(CO)CO__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;4;1;1;1;1;4.0;5.0
944;je900656c;"[""'CO'"", ""'COCCO'""]";"[""'CO__COCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
481;j.jct.2014.06.031;"[""'OCC(O)CO'"", ""'O'""]";"[""'OCC(O)CO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
235;j.jct.2006.07.015;"[""'CCCCCCCO'"", ""'CC1CCCCC1'""]";"[""'CC1CCCCC1__CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
449;j.jct.2013.10.013;"[""'O'""]";"[""'CCCCOCCO__O'"", ""'CC(C)COCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;2;1;1;1;1;3.0;5.0
104;j.fluid.2013.01.015;"[""'CCCCCCCC'"", ""'Cc1ccc(C)cc1'"", ""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;4;1;1;1;1;1;4.0;5.0
239;j.jct.2006.09.006;"[""'CC(C)OC(C)C'"", ""'CCO'""]";"[""'CCO__CC(C)OC(C)C'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
162;j.fluid.2014.10.013;"[""'C1CCCCC1'"", ""'CO'""]";"[""'CO__C1CCCCC1'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;2;1;1;1;1;1;3.0;5.0
516;j.jct.2015.11.016;"[""'c1ccccc1'"", ""'CCCCCCCC'"", ""'CCCCCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
395;j.jct.2012.09.015;"[""'CCCCCC'"", ""'C1CCCCC1'"", ""'CCCCCCC'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
630;je060311a;"[""'C1COCCO1'"", ""'C1CCOC1'"", ""'C1COCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
514;j.jct.2015.10.018;"[""'CCCCCCC'"", ""'C1CCCCC1'"", ""'Cc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
400;j.jct.2012.10.028;"[""'CCCCCCCCO'"", ""'CCCCC(CC)CO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
664;je100581;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
398;j.jct.2012.10.002;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
750;je300678r;"[""'CCC(C)(C)O'"", ""'CCCCC(CC)CO'"", ""'CCC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
495;j.jct.2015.03.012;"[""'O'""]";"[""'OCC1CO1__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
637;je0604378;"[""'CCCCCCCO'"", ""'CCCCCCCCO'"", ""'CCCCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
754;je300737t;"[""'CCCCOCCO'""]";"[""'CCCCOCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
392;j.jct.2012.08.029;"[""'CCCCCCC'"", ""'Cc1ccccc1'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
391;j.jct.2012.08.026;"[""'CCC(O)CO'"", ""'CC(O)CCO'"", ""'OCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
389;j.jct.2012.08.023;"[""'O'""]";"[""'COCCO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
579;je0501235;"[""'CCCCO'"", ""'CC(C)CO'"", ""'CC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
610;je0600808;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
518;j.tca.2008.11.007;"[""'C1CCCCC1'"", ""'c1ccccc1'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
673;je100716c;"[""'CCCCCCCCC'"", ""'CCCCCCCC'"", ""'c1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
735;je201211f;"[""'Cc1ccccc1C'"", ""'Cc1cccc(C)c1'"", ""'Cc1ccc(C)cc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
734;je201184b;['nan'];"[""'CC(O)CO__O'"", ""'OCCCO__O'"", ""'OCC(O)CO__O'""]";['nan'];['nan'];['nan'];['nan'];1.0;-5.0;1;3;1;1;1;1;3.0;4.0
529;j.tca.2011.06.003;"[""'CC(C)CO'"", ""'CC(C)O'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
599;je0504459;"[""'CCCCCO'"", ""'CCCCCCO'"", ""'CCCCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
454;j.jct.2013.11.020;"[""'CCCCCC'"", ""'Cc1ccccc1'"", ""'CCc1ccccc1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
534;j.tca.2012.01.007;"[""'CO'"", ""'CCO'"", ""'O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
429;j.jct.2013.07.003;"[""'CC(O)CCO'"", ""'CCCCCCCCO'"", ""'C1COCCO1'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
448;j.jct.2013.09.046;"[""'O'"", ""'CCO'"", ""'OCC(O)CO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
728;je201102;"[""'CCC(C)O'"", ""'CC(C)CO'"", ""'CCC(C)(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
539;j.tca.2012.06.014;"[""'CCO'"", ""'CCCO'"", ""'CC(C)O'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
435;j.jct.2013.08.020;"[""'CCO'"", ""'O'"", ""'OCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
611;je0600810;"[""'CO'""]";"[""'CO__O'""]";['nan'];['nan'];['nan'];['nan'];2.0;-4.0;1;1;1;1;1;1;2.0;4.0
436;j.jct.2013.08.021;"[""'CO'"", ""'CCO'"", ""'CCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
544;j.tca.2013.03.025;"[""'CCCO'"", ""'CC(O)CO'"", ""'OCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
438;j.jct.2013.09.005;"[""'CCCO'"", ""'CCCCO'"", ""'CCCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
736;je201222n;"[""'CCO'"", ""'CCCO'"", ""'CCCCO'""]";['nan'];['nan'];['nan'];['nan'];['nan'];1.0;-5.0;3;1;1;1;1;1;3.0;4.0
