,filename,components,smiles,"Temperature, K","Pressure, kPa","Mass density, kg/m3","Mass density, kg/m3_std","Speed of sound, m/s","Speed of sound, m/s_std",Relative permittivity at zero frequency,Relative permittivity at zero frequency_std,"Specific heat capacity at constant pressure, J/K/kg","Specific heat capacity at constant pressure, J/K/kg_std","Molar heat capacity at constant pressure, J/K/mol","Molar heat capacity at constant pressure, J/K/mol_std","Molar heat capacity at constant volume, J/K/mol","Molar heat capacity at constant volume, J/K/mol_std","Molar volume, m3/mol","Molar volume, m3/mol_std"
195797,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,6105.69,834.814,0.085,,,,,,,,,,,,
195798,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,8004.97,836.556,0.086,,,,,,,,,,,,
195799,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,9960.27,838.314,0.086,,,,,,,,,,,,
195800,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,12120.5,840.218,0.086,,,,,,,,,,,,
195801,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,14111.2,841.938,0.086,,,,,,,,,,,,
195802,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,15856.9,843.417,0.086,,,,,,,,,,,,
195803,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,18129.1,845.312,0.087,,,,,,,,,,,,
195804,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,19859.7,846.724,0.087,,,,,,,,,,,,
195805,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,22144.0,848.558,0.087,,,,,,,,,,,,
195806,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,24050.5,850.059,0.087,,,,,,,,,,,,
195807,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,25886.5,851.479,0.087,,,,,,,,,,,,
195808,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,28037.1,853.128,0.087,,,,,,,,,,,,
195809,j.jct.2010.08.010,toluene,Cc1ccccc1,333.15,29895.0,854.529,0.087,,,,,,,,,,,,
195810,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,100.22,809.674,0.083,,,,,,,,,,,,
195811,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,1169.9,810.881,0.083,,,,,,,,,,,,
195812,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,2003.6,811.814,0.083,,,,,,,,,,,,
195813,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,4142.5,814.153,0.083,,,,,,,,,,,,
195814,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,6005.54,816.142,0.084,,,,,,,,,,,,
195815,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,8141.3,818.365,0.084,,,,,,,,,,,,
195816,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,10003.5,820.255,0.084,,,,,,,,,,,,
195817,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,12008.2,822.24,0.084,,,,,,,,,,,,
195818,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,14198.4,824.368,0.084,,,,,,,,,,,,
195819,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,16142.2,826.212,0.085,,,,,,,,,,,,
195820,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,18101.4,828.027,0.085,,,,,,,,,,,,
195821,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,19916.8,829.683,0.085,,,,,,,,,,,,
195822,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,22137.5,831.662,0.085,,,,,,,,,,,,
195823,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,24034.0,833.323,0.085,,,,,,,,,,,,
195824,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,26059.0,835.06,0.086,,,,,,,,,,,,
195825,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,28105.1,836.785,0.086,,,,,,,,,,,,
195826,j.jct.2010.08.010,toluene,Cc1ccccc1,353.15,29954.1,838.316,0.086,,,,,,,,,,,,
195827,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,1259.86,791.299,0.081,,,,,,,,,,,,
195828,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,2065.8,792.34,0.081,,,,,,,,,,,,
195829,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,3870.71,794.611,0.081,,,,,,,,,,,,
195830,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,6198.3,797.456,0.082,,,,,,,,,,,,
195831,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,8095.93,799.709,0.082,,,,,,,,,,,,
195832,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,9917.32,801.809,0.082,,,,,,,,,,,,
195833,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,12114.5,804.274,0.082,,,,,,,,,,,,
195834,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,13933.5,806.263,0.083,,,,,,,,,,,,
195835,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,16020.0,808.493,0.083,,,,,,,,,,,,
195836,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,18023.1,810.573,0.083,,,,,,,,,,,,
195837,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,19927.2,812.508,0.083,,,,,,,,,,,,
195838,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,22108.0,814.677,0.083,,,,,,,,,,,,
195839,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,23970.2,816.486,0.084,,,,,,,,,,,,
195840,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,25950.1,818.372,0.084,,,,,,,,,,,,
195841,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,27873.7,820.167,0.084,,,,,,,,,,,,
195842,j.jct.2010.08.010,toluene,Cc1ccccc1,373.15,29906.8,822.029,0.084,,,,,,,,,,,,
195843,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,1097.43,770.672,0.079,,,,,,,,,,,,
195844,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,1998.69,772.03,0.079,,,,,,,,,,,,
195845,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,4084.58,775.078,0.08,,,,,,,,,,,,
195846,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,6214.76,778.084,0.08,,,,,,,,,,,,
195847,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,8059.27,780.589,0.08,,,,,,,,,,,,
195848,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,9988.38,783.137,0.08,,,,,,,,,,,,
195849,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,12133.6,785.871,0.081,,,,,,,,,,,,
195850,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,14051.3,788.257,0.081,,,,,,,,,,,,
195851,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,16078.0,790.683,0.081,,,,,,,,,,,,
195852,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,18011.7,792.945,0.081,,,,,,,,,,,,
195853,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,19811.1,794.994,0.081,,,,,,,,,,,,
195854,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,22109.5,797.55,0.082,,,,,,,,,,,,
195855,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,23923.1,799.514,0.082,,,,,,,,,,,,
195856,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,25870.2,801.576,0.082,,,,,,,,,,,,
195857,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,27974.2,803.747,0.082,,,,,,,,,,,,
195858,j.jct.2010.08.010,toluene,Cc1ccccc1,393.15,29891.1,805.692,0.083,,,,,,,,,,,,
195923,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,1967.02,868.206,0.089,,,,,,,,,,,,
195924,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,4003.33,869.731,0.089,,,,,,,,,,,,
195925,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,6031.59,871.224,0.089,,,,,,,,,,,,
195926,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,8164.07,872.766,0.089,,,,,,,,,,,,
195927,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,10007.9,874.081,0.089,,,,,,,,,,,,
195928,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,12005.4,875.479,0.09,,,,,,,,,,,,
195929,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,13874.4,876.778,0.09,,,,,,,,,,,,
195930,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,16014.7,878.24,0.09,,,,,,,,,,,,
195931,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,18021.5,879.584,0.09,,,,,,,,,,,,
195932,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,19968.9,880.88,0.09,,,,,,,,,,,,
195933,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,21348.5,881.783,0.09,,,,,,,,,,,,
195934,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,23456.7,883.155,0.09,,,,,,,,,,,,
195935,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,25005.3,884.147,0.09,,,,,,,,,,,,
195936,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,27838.6,885.935,0.091,,,,,,,,,,,,
195937,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,28371.6,886.271,0.091,,,,,,,,,,,,
195938,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,101.56,866.808,0.089,,,,,,,,,,,,
195939,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,1103.13,867.572,0.089,,,,,,,,,,,,
195940,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,2003.58,868.257,0.089,,,,,,,,,,,,
195941,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,4004.46,869.753,0.089,,,,,,,,,,,,
195942,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,5994.96,871.216,0.089,,,,,,,,,,,,
195943,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,8180.3,872.799,0.089,,,,,,,,,,,,
195944,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,10026.5,874.114,0.089,,,,,,,,,,,,
195945,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,12189.8,875.631,0.09,,,,,,,,,,,,
195946,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,14049.2,876.921,0.09,,,,,,,,,,,,
195947,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,16152.6,878.35,0.09,,,,,,,,,,,,
195948,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,18058.2,879.633,0.09,,,,,,,,,,,,
195949,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,20012.4,880.925,0.09,,,,,,,,,,,,
195950,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,21971.5,882.207,0.09,,,,,,,,,,,,
195951,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,24105.2,883.586,0.09,,,,,,,,,,,,
195952,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,26065.5,884.837,0.09,,,,,,,,,,,,
195953,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,28091.2,886.104,0.091,,,,,,,,,,,,
195954,j.jct.2010.08.010,toluene,Cc1ccccc1,293.15,29913.6,887.239,0.091,,,,,,,,,,,,
195972,j.jct.2010.08.010,ethanol,CCO,253.15,102.67,823.303,0.084,,,,,,,,,,,,
195973,j.jct.2010.08.010,ethanol,CCO,253.15,1104.14,824.013,0.084,,,,,,,,,,,,
195974,j.jct.2010.08.010,ethanol,CCO,253.15,2003.89,824.651,0.084,,,,,,,,,,,,
195975,j.jct.2010.08.010,ethanol,CCO,253.15,4116.44,826.119,0.085,,,,,,,,,,,,
195976,j.jct.2010.08.010,ethanol,CCO,253.15,6065.68,827.455,0.085,,,,,,,,,,,,
195977,j.jct.2010.08.010,ethanol,CCO,253.15,8137.55,828.849,0.085,,,,,,,,,,,,
195978,j.jct.2010.08.010,ethanol,CCO,253.15,10136.5,830.174,0.085,,,,,,,,,,,,
195979,j.jct.2010.08.010,ethanol,CCO,253.15,12071.9,831.443,0.085,,,,,,,,,,,,
195980,j.jct.2010.08.010,ethanol,CCO,253.15,14126.2,832.763,0.085,,,,,,,,,,,,
195981,j.jct.2010.08.010,ethanol,CCO,253.15,16132.9,834.037,0.085,,,,,,,,,,,,
195982,j.jct.2010.08.010,ethanol,CCO,253.15,17950.0,835.17,0.086,,,,,,,,,,,,
195983,j.jct.2010.08.010,ethanol,CCO,253.15,19862.6,836.357,0.086,,,,,,,,,,,,
195984,j.jct.2010.08.010,ethanol,CCO,253.15,22054.8,837.687,0.086,,,,,,,,,,,,
195985,j.jct.2010.08.010,ethanol,CCO,253.15,23993.0,838.859,0.086,,,,,,,,,,,,
195986,j.jct.2010.08.010,ethanol,CCO,253.15,25929.0,840.004,0.086,,,,,,,,,,,,
195987,j.jct.2010.08.010,ethanol,CCO,253.15,27984.9,841.212,0.086,,,,,,,,,,,,
195988,j.jct.2010.08.010,ethanol,CCO,253.15,30008.7,842.379,0.086,,,,,,,,,,,,
195989,j.jct.2010.08.010,ethanol,CCO,273.15,102.91,806.406,0.083,,,,,,,,,,,,
195990,j.jct.2010.08.010,ethanol,CCO,273.15,1098.98,807.191,0.083,,,,,,,,,,,,
195991,j.jct.2010.08.010,ethanol,CCO,273.15,2003.89,807.905,0.083,,,,,,,,,,,,
195992,j.jct.2010.08.010,ethanol,CCO,273.15,4161.84,809.57,0.083,,,,,,,,,,,,
195993,j.jct.2010.08.010,ethanol,CCO,273.15,6026.59,810.981,0.083,,,,,,,,,,,,
195994,j.jct.2010.08.010,ethanol,CCO,273.15,8023.17,812.466,0.083,,,,,,,,,,,,
195995,j.jct.2010.08.010,ethanol,CCO,273.15,10006.4,813.916,0.083,,,,,,,,,,,,
195996,j.jct.2010.08.010,ethanol,CCO,273.15,12106.7,815.421,0.084,,,,,,,,,,,,
195997,j.jct.2010.08.010,ethanol,CCO,273.15,13929.1,816.718,0.084,,,,,,,,,,,,
195998,j.jct.2010.08.010,ethanol,CCO,273.15,15980.4,818.142,0.084,,,,,,,,,,,,
195999,j.jct.2010.08.010,ethanol,CCO,273.15,17875.1,819.435,0.084,,,,,,,,,,,,
196000,j.jct.2010.08.010,ethanol,CCO,273.15,20011.4,820.885,0.084,,,,,,,,,,,,
196001,j.jct.2010.08.010,ethanol,CCO,273.15,21848.1,822.104,0.084,,,,,,,,,,,,
196002,j.jct.2010.08.010,ethanol,CCO,273.15,24049.9,823.548,0.084,,,,,,,,,,,,
196003,j.jct.2010.08.010,ethanol,CCO,273.15,25880.0,824.728,0.084,,,,,,,,,,,,
196004,j.jct.2010.08.010,ethanol,CCO,273.15,27864.9,826.002,0.085,,,,,,,,,,,,
196005,j.jct.2010.08.010,ethanol,CCO,273.15,29956.2,827.312,0.085,,,,,,,,,,,,
196006,j.jct.2010.08.010,ethanol,CCO,293.15,103.01,789.433,0.081,,,,,,,,,,,,
196007,j.jct.2010.08.010,ethanol,CCO,293.15,1103.94,790.313,0.081,,,,,,,,,,,,
196008,j.jct.2010.08.010,ethanol,CCO,293.15,2004.04,791.096,0.081,,,,,,,,,,,,
196009,j.jct.2010.08.010,ethanol,CCO,293.15,4147.78,792.937,0.081,,,,,,,,,,,,
196010,j.jct.2010.08.010,ethanol,CCO,293.15,6147.47,794.616,0.081,,,,,,,,,,,,
196011,j.jct.2010.08.010,ethanol,CCO,293.15,8110.82,796.232,0.082,,,,,,,,,,,,
196012,j.jct.2010.08.010,ethanol,CCO,293.15,10007.7,797.758,0.082,,,,,,,,,,,,
196013,j.jct.2010.08.010,ethanol,CCO,293.15,11859.5,799.229,0.082,,,,,,,,,,,,
196014,j.jct.2010.08.010,ethanol,CCO,293.15,13879.8,800.802,0.082,,,,,,,,,,,,
196015,j.jct.2010.08.010,ethanol,CCO,293.15,15954.5,802.391,0.082,,,,,,,,,,,,
196016,j.jct.2010.08.010,ethanol,CCO,293.15,17852.0,803.817,0.082,,,,,,,,,,,,
196017,j.jct.2010.08.010,ethanol,CCO,293.15,19966.9,805.383,0.083,,,,,,,,,,,,
196018,j.jct.2010.08.010,ethanol,CCO,293.15,21842.5,806.743,0.083,,,,,,,,,,,,
196019,j.jct.2010.08.010,ethanol,CCO,293.15,23888.1,808.2,0.083,,,,,,,,,,,,
196020,j.jct.2010.08.010,ethanol,CCO,293.15,25962.8,809.658,0.083,,,,,,,,,,,,
196021,j.jct.2010.08.010,ethanol,CCO,293.15,27862.2,810.975,0.083,,,,,,,,,,,,
196022,j.jct.2010.08.010,ethanol,CCO,293.15,30030.8,812.452,0.083,,,,,,,,,,,,
196023,j.jct.2010.08.010,ethanol,CCO,313.15,102.5,772.101,0.079,,,,,,,,,,,,
196024,j.jct.2010.08.010,ethanol,CCO,313.15,1103.52,773.094,0.079,,,,,,,,,,,,
196025,j.jct.2010.08.010,ethanol,CCO,313.15,2103.51,774.069,0.079,,,,,,,,,,,,
196026,j.jct.2010.08.010,ethanol,CCO,313.15,4115.98,775.994,0.08,,,,,,,,,,,,
196027,j.jct.2010.08.010,ethanol,CCO,313.15,6079.66,777.835,0.08,,,,,,,,,,,,
196028,j.jct.2010.08.010,ethanol,CCO,313.15,8130.36,779.714,0.08,,,,,,,,,,,,
196029,j.jct.2010.08.010,ethanol,CCO,313.15,10007.3,781.394,0.08,,,,,,,,,,,,
196030,j.jct.2010.08.010,ethanol,CCO,313.15,12116.0,783.241,0.08,,,,,,,,,,,,
196031,j.jct.2010.08.010,ethanol,CCO,313.15,14081.2,784.928,0.08,,,,,,,,,,,,
196032,j.jct.2010.08.010,ethanol,CCO,313.15,16092.2,786.617,0.081,,,,,,,,,,,,
196033,j.jct.2010.08.010,ethanol,CCO,313.15,18055.6,788.235,0.081,,,,,,,,,,,,
196034,j.jct.2010.08.010,ethanol,CCO,313.15,19919.4,789.747,0.081,,,,,,,,,,,,
196035,j.jct.2010.08.010,ethanol,CCO,313.15,22045.5,791.432,0.081,,,,,,,,,,,,
196036,j.jct.2010.08.010,ethanol,CCO,313.15,24129.9,793.056,0.081,,,,,,,,,,,,
196037,j.jct.2010.08.010,ethanol,CCO,313.15,26106.7,794.571,0.081,,,,,,,,,,,,
196038,j.jct.2010.08.010,ethanol,CCO,313.15,27987.3,795.987,0.082,,,,,,,,,,,,
196039,j.jct.2010.08.010,ethanol,CCO,313.15,29995.3,797.476,0.082,,,,,,,,,,,,
196040,j.jct.2010.08.010,ethanol,CCO,333.15,1102.49,755.18,0.078,,,,,,,,,,,,
196041,j.jct.2010.08.010,ethanol,CCO,333.15,2002.73,756.173,0.078,,,,,,,,,,,,
196042,j.jct.2010.08.010,ethanol,CCO,333.15,4085.91,758.43,0.078,,,,,,,,,,,,
196043,j.jct.2010.08.010,ethanol,CCO,333.15,6133.01,760.589,0.078,,,,,,,,,,,,
196044,j.jct.2010.08.010,ethanol,CCO,333.15,8031.91,762.538,0.078,,,,,,,,,,,,
196045,j.jct.2010.08.010,ethanol,CCO,333.15,9967.1,764.48,0.078,,,,,,,,,,,,
196046,j.jct.2010.08.010,ethanol,CCO,333.15,12099.0,766.557,0.079,,,,,,,,,,,,
196047,j.jct.2010.08.010,ethanol,CCO,333.15,13992.4,768.358,0.079,,,,,,,,,,,,
196048,j.jct.2010.08.010,ethanol,CCO,333.15,16124.2,770.342,0.079,,,,,,,,,,,,
196049,j.jct.2010.08.010,ethanol,CCO,333.15,18019.0,772.071,0.079,,,,,,,,,,,,
196050,j.jct.2010.08.010,ethanol,CCO,333.15,20012.3,773.85,0.079,,,,,,,,,,,,
196051,j.jct.2010.08.010,ethanol,CCO,333.15,22049.8,775.625,0.08,,,,,,,,,,,,
196052,j.jct.2010.08.010,ethanol,CCO,333.15,24135.8,777.409,0.08,,,,,,,,,,,,
196053,j.jct.2010.08.010,ethanol,CCO,333.15,26129.8,779.08,0.08,,,,,,,,,,,,
196054,j.jct.2010.08.010,ethanol,CCO,333.15,28069.3,780.679,0.08,,,,,,,,,,,,
196055,j.jct.2010.08.010,ethanol,CCO,333.15,30017.8,782.258,0.08,,,,,,,,,,,,
196056,j.jct.2010.08.010,ethanol,CCO,353.15,1101.8,736.102,0.076,,,,,,,,,,,,
196057,j.jct.2010.08.010,ethanol,CCO,353.15,2002.93,737.255,0.076,,,,,,,,,,,,
196058,j.jct.2010.08.010,ethanol,CCO,353.15,4009.55,739.749,0.076,,,,,,,,,,,,
196059,j.jct.2010.08.010,ethanol,CCO,353.15,5946.09,742.072,0.076,,,,,,,,,,,,
196060,j.jct.2010.08.010,ethanol,CCO,353.15,8005.64,744.473,0.076,,,,,,,,,,,,
196061,j.jct.2010.08.010,ethanol,CCO,353.15,10091.5,746.834,0.077,,,,,,,,,,,,
196062,j.jct.2010.08.010,ethanol,CCO,353.15,12107.6,749.042,0.077,,,,,,,,,,,,
196063,j.jct.2010.08.010,ethanol,CCO,353.15,14010.1,751.074,0.077,,,,,,,,,,,,
196064,j.jct.2010.08.010,ethanol,CCO,353.15,16061.4,753.214,0.077,,,,,,,,,,,,
196065,j.jct.2010.08.010,ethanol,CCO,353.15,18135.5,755.321,0.078,,,,,,,,,,,,
196066,j.jct.2010.08.010,ethanol,CCO,353.15,20136.9,757.302,0.078,,,,,,,,,,,,
196067,j.jct.2010.08.010,ethanol,CCO,353.15,22100.3,759.195,0.078,,,,,,,,,,,,
196068,j.jct.2010.08.010,ethanol,CCO,353.15,24062.4,761.047,0.078,,,,,,,,,,,,
196069,j.jct.2010.08.010,ethanol,CCO,353.15,26068.7,762.906,0.078,,,,,,,,,,,,
196070,j.jct.2010.08.010,ethanol,CCO,353.15,28075.1,764.73,0.078,,,,,,,,,,,,
196071,j.jct.2010.08.010,ethanol,CCO,353.15,30016.5,766.442,0.079,,,,,,,,,,,,
196072,j.jct.2010.08.010,ethanol,CCO,373.15,1102.9,715.263,0.074,,,,,,,,,,,,
196073,j.jct.2010.08.010,ethanol,CCO,373.15,2003.39,716.613,0.074,,,,,,,,,,,,
196074,j.jct.2010.08.010,ethanol,CCO,373.15,4088.27,719.636,0.074,,,,,,,,,,,,
196075,j.jct.2010.08.010,ethanol,CCO,373.15,6108.7,722.45,0.074,,,,,,,,,,,,
196076,j.jct.2010.08.010,ethanol,CCO,373.15,8075.99,725.091,0.075,,,,,,,,,,,,
196077,j.jct.2010.08.010,ethanol,CCO,373.15,10096.5,727.71,0.075,,,,,,,,,,,,
196078,j.jct.2010.08.010,ethanol,CCO,373.15,12124.5,730.256,0.075,,,,,,,,,,,,
196079,j.jct.2010.08.010,ethanol,CCO,373.15,14043.6,732.583,0.075,,,,,,,,,,,,
196080,j.jct.2010.08.010,ethanol,CCO,373.15,16078.2,734.983,0.075,,,,,,,,,,,,
196081,j.jct.2010.08.010,ethanol,CCO,373.15,18121.9,737.319,0.076,,,,,,,,,,,,
196082,j.jct.2010.08.010,ethanol,CCO,373.15,20098.2,739.516,0.076,,,,,,,,,,,,
196083,j.jct.2010.08.010,ethanol,CCO,373.15,22115.7,741.702,0.076,,,,,,,,,,,,
196084,j.jct.2010.08.010,ethanol,CCO,373.15,24049.0,743.742,0.076,,,,,,,,,,,,
196085,j.jct.2010.08.010,ethanol,CCO,373.15,26068.3,745.822,0.077,,,,,,,,,,,,
196086,j.jct.2010.08.010,ethanol,CCO,373.15,28108.4,747.871,0.077,,,,,,,,,,,,
196087,j.jct.2010.08.010,ethanol,CCO,373.15,29941.7,749.678,0.077,,,,,,,,,,,,
196088,j.jct.2010.08.010,ethanol,CCO,393.15,1102.9,691.923,0.071,,,,,,,,,,,,
196089,j.jct.2010.08.010,ethanol,CCO,393.15,2003.62,693.559,0.071,,,,,,,,,,,,
196090,j.jct.2010.08.010,ethanol,CCO,393.15,3981.03,697.012,0.072,,,,,,,,,,,,
196091,j.jct.2010.08.010,ethanol,CCO,393.15,6085.61,700.514,0.072,,,,,,,,,,,,
196092,j.jct.2010.08.010,ethanol,CCO,393.15,8006.06,703.56,0.072,,,,,,,,,,,,
196093,j.jct.2010.08.010,ethanol,CCO,393.15,10040.3,706.659,0.073,,,,,,,,,,,,
196094,j.jct.2010.08.010,ethanol,CCO,393.15,12072.5,709.623,0.073,,,,,,,,,,,,
196095,j.jct.2010.08.010,ethanol,CCO,393.15,14119.4,712.504,0.073,,,,,,,,,,,,
196096,j.jct.2010.08.010,ethanol,CCO,393.15,16086.2,715.168,0.074,,,,,,,,,,,,
196097,j.jct.2010.08.010,ethanol,CCO,393.15,18080.8,717.782,0.074,,,,,,,,,,,,
196098,j.jct.2010.08.010,ethanol,CCO,393.15,19899.6,720.097,0.074,,,,,,,,,,,,
196099,j.jct.2010.08.010,ethanol,CCO,393.15,22039.2,722.726,0.074,,,,,,,,,,,,
196100,j.jct.2010.08.010,ethanol,CCO,393.15,24041.0,725.121,0.075,,,,,,,,,,,,
196101,j.jct.2010.08.010,ethanol,CCO,393.15,26092.4,727.505,0.075,,,,,,,,,,,,
196102,j.jct.2010.08.010,ethanol,CCO,393.15,28069.7,729.738,0.075,,,,,,,,,,,,
196103,j.jct.2010.08.010,ethanol,CCO,393.15,29851.2,731.71,0.075,,,,,,,,,,,,
196350,j.jct.2010.08.019,2-propanol,CC(C)O,298.15,101.325,781.05,0.02,,,,,,,,,,,,
196354,j.jct.2010.08.019,tetrahydropyran,C1CCOCC1,298.15,101.325,878.8,0.02,,,,,,,,,,,,
196358,j.jct.2010.08.019,"2,2,4-trimethylpentane",CC(C)CC(C)(C)C,298.15,101.325,687.7,0.02,,,,,,,,,,,,
199695,j.jct.2010.09.008,heptane,CCCCCCC,288.15,101.325,688.03,0.1,,,,,,,,,,,,
199696,j.jct.2010.09.008,heptane,CCCCCCC,298.15,101.325,679.58,0.1,,,,,,,,,,,,
199697,j.jct.2010.09.008,heptane,CCCCCCC,308.15,101.325,671.03,0.1,,,,,,,,,,,,
199698,j.jct.2010.09.008,heptane,CCCCCCC,288.15,101.325,,,,,1.94,0.0194,,,,,,,,
199699,j.jct.2010.09.008,heptane,CCCCCCC,298.15,101.325,,,,,1.93,0.0193,,,,,,,,
199700,j.jct.2010.09.008,heptane,CCCCCCC,308.15,101.325,,,,,1.92,0.0192,,,,,,,,
199701,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,288.15,101.325,872.05,0.1,,,,,,,,,,,,
199702,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,298.15,101.325,861.14,0.1,,,,,,,,,,,,
199703,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,308.15,101.325,850.06,0.1,,,,,,,,,,,,
199704,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,288.15,101.325,,,,,7.41,0.0741,,,,,,,,
199705,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,298.15,101.325,,,,,7.07,0.0707,,,,,,,,
199706,j.jct.2010.09.008,"1,2-dimethoxyethane",COCCOC,308.15,101.325,,,,,6.75,0.0675,,,,,,,,
199707,j.jct.2010.09.008,"2,5,8-trioxanonane",COCCOCCOC,288.15,101.325,949.34,0.1,,,,,,,,,,,,
199708,j.jct.2010.09.008,"2,5,8-trioxanonane",COCCOCCOC,298.15,101.325,939.35,0.1,,,,,,,,,,,,
199709,j.jct.2010.09.008,"2,5,8-trioxanonane",COCCOCCOC,308.15,101.325,929.36,0.1,,,,,,,,,,,,
199710,j.jct.2010.09.008,"2,5,8-trioxanonane",COCCOCCOC,288.15,101.325,,,,,7.69,0.0769,,,,,,,,
199711,j.jct.2010.09.008,"2,5,8-trioxanonane",COCCOCCOC,298.15,101.325,,,,,7.4,0.074,,,,,,,,
